	vid-1	vid-2	vid-3	vid-4	vid-5	vid-6	vid-7	vid-8	vid-9	vid-10	vid-11	vid-12	vid-13	vid-14	vid-15	vid-16	vid-17	vid-18	vid-19	vid-20	vid-21	vid-22	vid-23	vid-24	vid-25	vid-26	vid-27	vid-28	vid-29	vid-30	vid-31	vid-32	vid-33	vid-34	vid-35	vid-36	vid-37	vid-38	vid-39	vid-40	vid-41	vid-42	vid-43	vid-44	vid-45	vid-46	vid-47	vid-48	vid-49	vid-50	vid-51	vid-52	vid-53	vid-54	vid-55	vid-56	vid-57	vid-58	vid-59	vid-60	vid-61	vid-62	vid-63	vid-64	vid-65	vid-66	vid-67	vid-68	vid-69	vid-70	vid-71	vid-72	vid-73	vid-74	vid-75	vid-76	vid-77	vid-78	vid-79	vid-80	vid-81	vid-82	vid-83	vid-84	vid-85	vid-86	vid-87	vid-88	vid-89	vid-90	vid-91	vid-92	vid-93	vid-94	vid-95	vid-96	vid-97	vid-98	vid-99	vid-100	vid-101	vid-102	vid-103	vid-104	vid-105	vid-106	vid-107	vid-108	vid-109	vid-110	vid-111	vid-112	vid-113	vid-114	vid-115	vid-116	vid-117	vid-118	vid-119	vid-120	vid-121	vid-122	vid-123	vid-124	vid-125	vid-126	vid-127	vid-128	vid-129	vid-130	vid-131	vid-132	vid-133	vid-134	vid-135	vid-136	vid-137	vid-138	vid-139	vid-140	vid-141	vid-142	vid-143	vid-144	vid-145	vid-146	vid-147	vid-148	vid-149	vid-150	vid-151	vid-152	vid-153	vid-154	vid-155	vid-156	vid-157	vid-158	vid-159	vid-160	vid-161	vid-162	vid-163	vid-164	vid-165	vid-166	vid-167	vid-168	vid-169	vid-170	vid-171	vid-172	vid-173	vid-174	vid-175	vid-176	vid-177	vid-178	vid-179	vid-180	vid-181	vid-182	vid-183	vid-184	vid-185	vid-186	vid-187	vid-188	vid-189	vid-190	vid-191	vid-192	vid-193	vid-194	vid-195	vid-196	vid-197	vid-198	vid-199	vid-200	vid-201	vid-202	vid-203	vid-204	vid-205	vid-206	vid-207	vid-208	vid-209	vid-210	vid-211	vid-212	vid-213	vid-214	vid-215	vid-216	vid-217	vid-218	vid-219	vid-220	vid-221	vid-222	vid-223	vid-224	vid-225	vid-226	vid-227	vid-228	vid-229	vid-230	vid-231	vid-232	vid-233	vid-234	vid-235	vid-236	vid-237	vid-238	vid-239	vid-240	vid-241	vid-242	vid-243	vid-244	vid-245	vid-246	vid-247	vid-248	vid-249	vid-250	vid-251	vid-252	vid-253	vid-254
vid-235	1.4787	5.3568	1.4787	0.6414	0.0000	NaN	0.6414	1.4787	2.6127	2.5627	NaN	0.6414	1.4787	11.0122	2.2870	1.4787	11.4646	1.4893	1.9739	0.8318	2.2647	4.0441	11.0122	0.6414	1.4787	4.8750	0.6414	0.6414	15.9762	3.4411	19.0777	0.0000	0.6414	0.6414	1.1957	2.7529	7.7563	1.9247	0.6414	0.0000	0.6414	200.2915	201.1472	200.2915	1.4787	1.9803	0.7652	0.0000	11.0122	3.5461	NaN	0.0000	NaN	0.8318	1.6449	20.8108	5.4679	NaN	4.1833	1.5583	0.6414	0.6414	2.3671	1.4787	1.0335	1.8644	0.9673	1.4787	0.6414	6.5407	2.7958	1.6349	5.5037	6.8641	2116.9607	2116.9607	11.0122	2119.4116	7.6093	0.0000	0.0000	NaN	329.4912	333.1021	333.1021	NaN	0.0000	0.7045	7.7563	5.7904	7.6093	1.4787	5.2737	1.9354	954.9484	952.8874	953.0076	NaN	2.8817	0.6414	2.8515	0.4812	11.4646	11.0122	4.3715	4.3715	4.1700	0.0000	0.6414	27.6136	8.7202	0.0000	NaN	0.4137	0.6791	0.6414	2.8830	3.7433	0.6414	1.4787	0.6414	179.2550	179.2550	179.2550	11.0122	NaN	0.5626	3.4134	7.6093	25.5411	11.0122	1.8358	1.1284	0.6414	3.1744	3.0038	1.7790	1.4787	5.3655	NaN	3.9148	2.3692	0.4812	1.0699	0.9772	NaN	1.4787	0.6414	714.0884	716.1337	716.1337	544.5915	544.5915	544.5915	509.3675	544.5915	99.0498	1.0699	1.4787	4.6505	3.3012	NaN	1.4195	15.7166	NaN	1.4787	NaN	1.4787	7.6093	1.0699	14.3791	544.5915	1.8644	0.6414	0.6414	1.4787	13.7224	677.0372	677.0372	676.4907	6.8641	509.3675	532.7108	532.7202	532.7108	11.0122	962.7508	963.3399	963.3327	955.1886	952.9045	962.7508	962.7508	963.3327	957.2780	963.3327	963.3327	1.7686	1.4787	0.6414	NaN	2.9950	6.8641	1511.8086	1513.5293	1511.8086	1690.5639	1690.5639	0.6414	NaN	1.4787	11.0122	1.9141	1.9803	1.7505	1.9141	2.3263	2.0672	1.0699	1.0699	2.5156	3.0736	1.4787	0.0000	NaN	337.0558	336.7939	0.6414	6.8641	947.4029	952.6840	952.8874	1.4787	1.4787	0.0000	NaN	1.5296	1.8558	336.4399	333.1021	333.1021	0.6414	0.6414	0.6414	1.4787	3.7921	2.4180	1.4787	0.6414	0.6414	1.4787	NaN	45.2349	1.7798
vid-236	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
vid-237	0.8884	3.8336	0.8884	2.0028	1.5296	NaN	2.0028	0.8884	1.3027	1.0351	NaN	2.0028	0.8884	12.1746	2.0884	0.8884	12.6386	0.7161	0.6713	1.0221	2.0903	3.7052	12.1746	2.0028	0.8884	5.5568	2.0028	2.0028	15.8674	1.9715	20.6058	1.5296	2.0028	2.0028	0.4535	1.6011	6.4580	0.6513	2.0028	1.5296	2.0028	199.6421	200.4909	199.6421	0.8884	0.7925	1.1688	1.5296	12.1746	3.2275	NaN	1.5296	NaN	1.0221	0.7738	22.0036	5.7617	NaN	2.7102	0.7868	2.0028	2.0028	2.0086	0.8884	1.1282	1.4194	0.7302	0.8884	2.0028	5.5789	3.8738	0.9347	3.9821	5.8345	2117.9565	2117.9565	12.1746	2120.4080	8.4507	1.5296	1.5296	NaN	328.9003	332.5203	332.5203	NaN	1.5296	2.0186	6.4580	4.2731	8.4507	0.8884	3.8084	2.4468	956.4720	954.4111	954.5313	NaN	1.8006	2.0028	1.4519	1.3151	12.6386	12.1746	2.8526	2.8526	2.6736	1.5296	2.0028	29.0763	9.8707	1.5296	NaN	1.2822	0.9134	2.0028	1.6883	2.5617	2.0028	0.8884	2.0028	177.7854	177.7854	177.7854	12.1746	NaN	1.1302	3.0118	8.4507	26.9200	12.1746	1.0986	1.0538	2.0028	2.4809	1.8171	0.3356	0.8884	3.8557	NaN	2.4351	2.1504	1.3151	0.5663	0.6742	NaN	0.8884	2.0028	713.7537	715.7946	715.7946	544.2095	544.2095	544.2095	508.9096	544.2095	100.4170	0.5663	0.8884	3.4189	2.9275	NaN	0.6697	16.8800	NaN	0.8884	NaN	0.8884	8.4507	0.5663	15.0410	544.2095	1.4194	2.0028	2.0028	0.8884	14.7915	678.5552	678.5552	678.0086	5.8345	508.9096	532.3322	532.3639	532.3322	12.1746	964.2767	964.8656	964.8585	956.7129	954.4283	964.2767	964.2767	964.8585	958.8019	964.8585	964.8585	1.0227	0.8884	2.0028	NaN	3.7711	5.8345	1513.2234	1514.9433	1513.2234	1692.0242	1692.0242	2.0028	NaN	0.8884	12.1746	2.5110	0.7925	1.1520	2.5110	2.1359	0.7839	0.5663	0.5663	1.5419	2.3825	0.8884	1.5296	NaN	336.4851	336.2233	2.0028	5.8345	948.9252	954.2075	954.4111	0.8884	0.8884	1.5296	NaN	0.0000	0.9878	335.8587	332.5203	332.5203	2.0028	2.0028	2.0028	0.8884	2.2816	2.3722	0.8884	2.0028	2.0028	0.8884	NaN	46.0840	0.9146
vid-238	0.3823	3.8127	0.3823	2.4740	1.8558	NaN	2.4740	0.3823	0.8716	1.4567	NaN	2.4740	0.3823	11.6259	1.1689	0.3823	12.0969	0.3913	0.5286	1.7664	1.1793	2.7176	11.6259	2.4740	0.3823	6.4210	2.4740	2.4740	16.8532	2.4758	20.6294	1.8558	2.4740	2.4740	0.8246	0.9047	5.9046	0.4907	2.4740	1.8558	2.4740	198.7298	199.5805	198.7298	0.3823	0.3734	1.8853	1.8558	11.6259	2.2423	NaN	1.8558	NaN	1.7664	0.2469	21.4516	4.8533	NaN	2.5141	0.3075	2.4740	2.4740	1.0479	0.3823	0.9022	0.5205	0.9190	0.3823	2.4740	4.7558	3.4203	0.2294	3.9442	6.6274	2118.7329	2118.7329	11.6259	2121.1841	7.7233	1.8558	1.8558	NaN	327.9732	331.5911	331.5911	NaN	1.8558	2.5202	5.9046	4.2000	7.7233	0.3823	4.2085	3.3027	956.6011	954.5398	954.6601	NaN	1.0263	2.4740	1.1752	1.8947	12.0969	11.6259	2.8379	2.8379	2.5578	1.8558	2.4740	29.4127	9.3280	1.8558	NaN	1.8220	1.5221	2.4740	1.0418	1.8879	2.4740	0.3823	2.4740	177.4726	177.4726	177.4726	11.6259	NaN	1.7346	2.0243	7.7233	26.5577	11.6259	0.1487	0.7823	2.4740	1.5159	1.1567	0.7693	0.3823	3.7530	NaN	2.2738	1.2178	1.8947	0.8927	0.9374	NaN	0.3823	2.4740	712.7814	714.8227	714.8227	543.2431	543.2431	543.2431	507.9551	543.2431	100.0193	0.8927	0.3823	2.7961	1.9412	NaN	1.6339	17.5465	NaN	0.3823	NaN	0.3823	7.7233	0.8927	14.2010	543.2431	0.5205	2.4740	2.4740	0.3823	15.5166	678.4764	678.4764	677.9298	6.6274	507.9551	531.3653	531.3942	531.3653	11.6259	964.3877	964.9781	964.9704	956.8373	954.5563	964.3877	964.3877	964.9704	958.9294	964.9704	964.9704	0.1303	0.3823	2.4740	NaN	3.1306	6.6274	1513.6375	1515.3586	1513.6375	1692.3581	1692.3581	2.4740	NaN	0.3823	11.6259	1.9092	0.3734	0.2812	1.9092	1.2141	0.5117	0.8927	0.8927	2.4838	1.4148	0.3823	1.8558	NaN	335.5532	335.2914	2.4740	6.6274	949.0637	954.3372	954.5398	0.3823	0.3823	1.8558	NaN	0.9878	0.0000	334.9293	331.5911	331.5911	2.4740	2.4740	2.4740	0.3823	2.2541	3.3376	0.3823	2.4740	2.4740	0.3823	NaN	45.2985	1.9020
vid-239	335.2043	334.0528	335.2043	337.0517	336.4399	NaN	337.0517	335.2043	334.6530	335.5460	NaN	337.0517	335.2043	332.7230	334.1612	335.2043	332.7295	335.3029	335.1984	336.6731	334.1812	332.3967	332.7230	337.0517	335.2043	341.3045	337.0517	337.0517	350.4632	335.8374	343.3750	336.4399	337.0517	337.0517	335.7473	334.2867	330.4270	335.2110	337.0517	336.4399	337.0517	136.7665	136.0471	136.7665	335.2043	335.0663	336.7735	336.4399	332.7230	332.8962	NaN	336.4399	NaN	336.6731	335.1748	330.7418	331.5234	NaN	334.0619	335.2140	337.0517	337.0517	334.1106	335.2043	335.4691	334.6813	335.7622	335.2043	337.0517	330.3817	334.9253	335.0762	333.9399	338.8846	2438.8276	2438.8276	332.7230	2441.2258	331.7181	336.4399	336.4399	NaN	7.3195	3.3407	3.3407	NaN	336.4399	337.1275	330.4270	333.7000	331.7181	335.2043	335.7134	338.2169	1149.3880	1147.3029	1147.4497	NaN	334.0733	337.0517	334.6534	336.6999	332.7295	332.7230	334.4154	334.4154	334.2493	336.4399	337.0517	354.7887	333.2751	336.4399	NaN	336.6106	336.3975	337.0517	334.2281	333.4303	337.0517	335.2043	337.0517	265.0313	265.0313	265.0313	332.7230	NaN	336.5795	333.0433	331.7181	335.6562	332.7230	334.8652	335.4095	337.0517	333.4172	334.1060	335.5470	335.2043	333.7682	NaN	334.2689	334.0794	336.6999	335.7927	335.8042	NaN	335.2043	337.0517	386.7203	388.4353	388.4353	216.3517	216.3517	216.3517	176.5814	216.3517	343.3673	335.7927	335.2043	332.7477	333.1518	NaN	336.5285	350.7148	NaN	335.2043	NaN	335.2043	331.7181	335.7927	326.4995	216.3517	334.6813	337.0517	337.0517	335.2043	349.3940	831.8465	831.8465	831.3352	338.8846	176.5814	205.0393	206.9816	205.0393	332.7230	1152.3125	1153.2800	1153.1009	1148.4385	1147.1475	1152.3125	1152.3125	1153.1009	1151.2537	1153.1009	1153.1009	334.9473	335.2043	337.0517	NaN	334.1848	338.8846	1764.8045	1766.7580	1764.8045	1922.8303	1922.8303	337.0517	NaN	335.2043	332.7230	334.7120	335.0663	334.8829	334.7120	334.1198	335.0898	335.7927	335.7927	337.0029	333.5194	335.2043	336.4399	NaN	2.5660	2.5325	337.0517	338.8846	1144.5134	1147.3730	1147.3029	335.2043	335.2043	336.4399	NaN	335.8587	334.9293	0.0000	3.3407	3.3407	337.0517	337.0517	337.0517	335.2043	334.5915	338.2212	335.2043	337.0517	337.0517	335.2043	NaN	312.9525	336.7067
vid-240	331.8661	330.7133	331.8661	333.7139	333.1021	NaN	333.7139	331.8661	331.3145	332.2073	NaN	333.7139	331.8661	329.3911	330.8233	331.8661	329.3980	331.9646	331.8600	333.3350	330.8433	329.0589	329.3911	333.7139	331.8661	337.9665	333.7139	333.7139	347.1231	332.4983	340.0491	333.1021	333.7139	333.7139	332.4090	330.9482	327.0874	331.8725	333.7139	333.1021	333.7139	133.4275	132.7091	133.4275	331.8661	331.7279	333.4354	333.1021	329.3911	329.5583	NaN	333.1021	NaN	333.3350	331.8365	327.4184	328.1866	NaN	330.7228	331.8758	333.7139	333.7139	330.7726	331.8661	332.1311	331.3432	332.4241	331.8661	333.7139	327.0429	331.5886	331.7380	330.6003	335.5447	2435.6534	2435.6534	329.3911	2438.0522	328.3833	333.1021	333.1021	NaN	4.2032	0.0000	0.0000	NaN	333.1021	333.7897	327.0874	330.3604	328.3833	331.8661	332.3738	334.8788	1147.2412	1145.1557	1145.3023	NaN	330.7348	333.7139	331.3147	333.3619	329.3980	329.3911	331.0762	331.0762	330.9102	333.1021	333.7139	351.4652	329.9416	333.1021	NaN	333.2726	333.0594	333.7139	330.8895	330.0916	333.7139	331.8661	333.7139	262.1319	262.1319	262.1319	329.3911	NaN	333.2414	329.7053	328.3833	332.3387	329.3911	331.5270	332.0715	333.7139	330.0789	330.7675	332.2086	331.8661	330.4288	NaN	330.9299	330.7415	333.3619	332.4545	332.4661	NaN	331.8661	333.7139	389.9353	391.6558	391.6558	219.5335	219.5335	219.5335	179.8500	219.5335	340.2121	332.4545	331.8661	329.4088	329.8139	NaN	333.1901	347.3802	NaN	331.8661	NaN	331.8661	328.3833	332.4545	323.1677	219.5335	331.3432	333.7139	333.7139	331.8661	346.0583	829.8937	829.8937	829.3818	335.5447	179.8500	208.2023	210.1020	208.2023	329.3911	1150.2086	1151.1731	1150.9954	1146.3016	1145.0017	1150.2086	1150.2086	1150.9954	1149.1114	1150.9954	1150.9954	331.6091	331.8661	333.7139	NaN	330.8479	335.5447	1762.2447	1764.1963	1762.2447	1920.4722	1920.4722	333.7139	NaN	331.8661	329.3911	331.3745	331.7279	331.5447	331.3745	330.7819	331.7513	332.4545	332.4545	333.6641	330.1812	331.8661	333.1021	NaN	4.7416	4.5351	333.7139	335.5447	1142.3423	1145.2234	1145.1557	331.8661	331.8661	333.1021	NaN	332.5203	331.5911	3.3407	0.0000	0.0000	333.7139	333.7139	333.7139	331.8661	331.2525	334.8827	331.8661	333.7139	333.7139	331.8661	NaN	309.6553	333.3682
vid-241	331.8661	330.7133	331.8661	333.7139	333.1021	NaN	333.7139	331.8661	331.3145	332.2073	NaN	333.7139	331.8661	329.3911	330.8233	331.8661	329.3980	331.9646	331.8600	333.3350	330.8433	329.0589	329.3911	333.7139	331.8661	337.9665	333.7139	333.7139	347.1231	332.4983	340.0491	333.1021	333.7139	333.7139	332.4090	330.9482	327.0874	331.8725	333.7139	333.1021	333.7139	133.4275	132.7091	133.4275	331.8661	331.7279	333.4354	333.1021	329.3911	329.5583	NaN	333.1021	NaN	333.3350	331.8365	327.4184	328.1866	NaN	330.7228	331.8758	333.7139	333.7139	330.7726	331.8661	332.1311	331.3432	332.4241	331.8661	333.7139	327.0429	331.5886	331.7380	330.6003	335.5447	2435.6534	2435.6534	329.3911	2438.0522	328.3833	333.1021	333.1021	NaN	4.2032	0.0000	0.0000	NaN	333.1021	333.7897	327.0874	330.3604	328.3833	331.8661	332.3738	334.8788	1147.2412	1145.1557	1145.3023	NaN	330.7348	333.7139	331.3147	333.3619	329.3980	329.3911	331.0762	331.0762	330.9102	333.1021	333.7139	351.4652	329.9416	333.1021	NaN	333.2726	333.0594	333.7139	330.8895	330.0916	333.7139	331.8661	333.7139	262.1319	262.1319	262.1319	329.3911	NaN	333.2414	329.7053	328.3833	332.3387	329.3911	331.5270	332.0715	333.7139	330.0789	330.7675	332.2086	331.8661	330.4288	NaN	330.9299	330.7415	333.3619	332.4545	332.4661	NaN	331.8661	333.7139	389.9353	391.6558	391.6558	219.5335	219.5335	219.5335	179.8500	219.5335	340.2121	332.4545	331.8661	329.4088	329.8139	NaN	333.1901	347.3802	NaN	331.8661	NaN	331.8661	328.3833	332.4545	323.1677	219.5335	331.3432	333.7139	333.7139	331.8661	346.0583	829.8937	829.8937	829.3818	335.5447	179.8500	208.2023	210.1020	208.2023	329.3911	1150.2086	1151.1731	1150.9954	1146.3016	1145.0017	1150.2086	1150.2086	1150.9954	1149.1114	1150.9954	1150.9954	331.6091	331.8661	333.7139	NaN	330.8479	335.5447	1762.2447	1764.1963	1762.2447	1920.4722	1920.4722	333.7139	NaN	331.8661	329.3911	331.3745	331.7279	331.5447	331.3745	330.7819	331.7513	332.4545	332.4545	333.6641	330.1812	331.8661	333.1021	NaN	4.7416	4.5351	333.7139	335.5447	1142.3423	1145.2234	1145.1557	331.8661	331.8661	333.1021	NaN	332.5203	331.5911	3.3407	0.0000	0.0000	333.7139	333.7139	333.7139	331.8661	331.2525	334.8827	331.8661	333.7139	333.7139	331.8661	NaN	309.6553	333.3682
vid-242	2.1032	5.8235	2.1032	0.0000	0.6414	NaN	0.0000	2.1032	3.1881	3.0014	NaN	0.0000	2.1032	11.0655	2.9161	2.1032	11.5083	2.0959	2.5341	1.0617	2.8924	4.6632	11.0655	0.0000	2.1032	4.2838	0.0000	0.0000	15.5440	3.7837	18.6959	0.6414	0.0000	0.0000	1.7510	3.3599	8.3573	2.4887	0.0000	0.6414	0.0000	200.9121	201.7686	200.9121	2.1032	2.5624	0.9249	0.6414	11.0655	4.1677	NaN	0.6414	NaN	1.0617	2.2520	20.8217	5.9512	NaN	4.7080	2.1706	0.0000	0.0000	3.0044	2.1032	1.6745	2.5055	1.5630	2.1032	0.0000	7.1803	3.0309	2.2586	5.9740	6.8626	2116.3193	2116.3193	11.0655	2118.7703	7.8656	0.6414	0.6414	NaN	330.1042	333.7139	333.7139	NaN	0.6414	0.0852	8.3573	6.2689	7.8656	2.1032	5.5834	1.5103	954.4950	952.4342	952.5543	NaN	3.4997	0.0000	3.4047	0.6939	11.5083	11.0655	4.8493	4.8493	4.6763	0.6414	0.0000	27.0753	8.7934	0.6414	NaN	0.7208	1.0894	0.0000	3.4851	4.3554	0.0000	2.1032	0.0000	179.7871	179.7871	179.7871	11.0655	NaN	0.8764	4.0433	7.8656	25.3983	11.0655	2.4643	1.7671	0.0000	3.8157	3.6088	2.2947	2.1032	5.8563	NaN	4.4345	2.9984	0.6939	1.6363	1.5592	NaN	2.1032	0.0000	714.6586	716.7047	716.7047	545.1709	545.1709	545.1709	509.9603	545.1709	98.9061	1.6363	2.1032	5.2587	3.9299	NaN	1.6936	15.0814	NaN	2.1032	NaN	2.1032	7.8656	1.6363	14.6826	545.1709	2.5055	0.0000	0.0000	2.1032	13.0815	676.6893	676.6893	676.1427	6.8626	509.9603	533.2896	533.2947	533.2896	11.0655	962.3058	962.8942	962.8873	954.7374	952.4516	962.3058	962.3058	962.8873	956.8253	962.8873	962.8873	2.3942	2.1032	0.0000	NaN	3.3748	6.8626	1511.2407	1512.9610	1511.2407	1690.0243	1690.0243	0.0000	NaN	2.1032	11.0655	2.4235	2.5624	2.3853	2.4235	2.9541	2.6351	1.6363	1.6363	2.6474	3.7150	2.1032	0.6414	NaN	337.6661	337.4042	0.0000	6.8626	946.9451	952.2302	952.4342	2.1032	2.1032	0.6414	NaN	2.0028	2.4740	337.0517	333.7139	333.7139	0.0000	0.0000	0.0000	2.1032	4.2833	2.1718	2.1032	0.0000	0.0000	2.1032	NaN	45.4279	1.9843
vid-243	2.1032	5.8235	2.1032	0.0000	0.6414	NaN	0.0000	2.1032	3.1881	3.0014	NaN	0.0000	2.1032	11.0655	2.9161	2.1032	11.5083	2.0959	2.5341	1.0617	2.8924	4.6632	11.0655	0.0000	2.1032	4.2838	0.0000	0.0000	15.5440	3.7837	18.6959	0.6414	0.0000	0.0000	1.7510	3.3599	8.3573	2.4887	0.0000	0.6414	0.0000	200.9121	201.7686	200.9121	2.1032	2.5624	0.9249	0.6414	11.0655	4.1677	NaN	0.6414	NaN	1.0617	2.2520	20.8217	5.9512	NaN	4.7080	2.1706	0.0000	0.0000	3.0044	2.1032	1.6745	2.5055	1.5630	2.1032	0.0000	7.1803	3.0309	2.2586	5.9740	6.8626	2116.3193	2116.3193	11.0655	2118.7703	7.8656	0.6414	0.6414	NaN	330.1042	333.7139	333.7139	NaN	0.6414	0.0852	8.3573	6.2689	7.8656	2.1032	5.5834	1.5103	954.4950	952.4342	952.5543	NaN	3.4997	0.0000	3.4047	0.6939	11.5083	11.0655	4.8493	4.8493	4.6763	0.6414	0.0000	27.0753	8.7934	0.6414	NaN	0.7208	1.0894	0.0000	3.4851	4.3554	0.0000	2.1032	0.0000	179.7871	179.7871	179.7871	11.0655	NaN	0.8764	4.0433	7.8656	25.3983	11.0655	2.4643	1.7671	0.0000	3.8157	3.6088	2.2947	2.1032	5.8563	NaN	4.4345	2.9984	0.6939	1.6363	1.5592	NaN	2.1032	0.0000	714.6586	716.7047	716.7047	545.1709	545.1709	545.1709	509.9603	545.1709	98.9061	1.6363	2.1032	5.2587	3.9299	NaN	1.6936	15.0814	NaN	2.1032	NaN	2.1032	7.8656	1.6363	14.6826	545.1709	2.5055	0.0000	0.0000	2.1032	13.0815	676.6893	676.6893	676.1427	6.8626	509.9603	533.2896	533.2947	533.2896	11.0655	962.3058	962.8942	962.8873	954.7374	952.4516	962.3058	962.3058	962.8873	956.8253	962.8873	962.8873	2.3942	2.1032	0.0000	NaN	3.3748	6.8626	1511.2407	1512.9610	1511.2407	1690.0243	1690.0243	0.0000	NaN	2.1032	11.0655	2.4235	2.5624	2.3853	2.4235	2.9541	2.6351	1.6363	1.6363	2.6474	3.7150	2.1032	0.6414	NaN	337.6661	337.4042	0.0000	6.8626	946.9451	952.2302	952.4342	2.1032	2.1032	0.6414	NaN	2.0028	2.4740	337.0517	333.7139	333.7139	0.0000	0.0000	0.0000	2.1032	4.2833	2.1718	2.1032	0.0000	0.0000	2.1032	NaN	45.4279	1.9843
vid-244	2.1032	5.8235	2.1032	0.0000	0.6414	NaN	0.0000	2.1032	3.1881	3.0014	NaN	0.0000	2.1032	11.0655	2.9161	2.1032	11.5083	2.0959	2.5341	1.0617	2.8924	4.6632	11.0655	0.0000	2.1032	4.2838	0.0000	0.0000	15.5440	3.7837	18.6959	0.6414	0.0000	0.0000	1.7510	3.3599	8.3573	2.4887	0.0000	0.6414	0.0000	200.9121	201.7686	200.9121	2.1032	2.5624	0.9249	0.6414	11.0655	4.1677	NaN	0.6414	NaN	1.0617	2.2520	20.8217	5.9512	NaN	4.7080	2.1706	0.0000	0.0000	3.0044	2.1032	1.6745	2.5055	1.5630	2.1032	0.0000	7.1803	3.0309	2.2586	5.9740	6.8626	2116.3193	2116.3193	11.0655	2118.7703	7.8656	0.6414	0.6414	NaN	330.1042	333.7139	333.7139	NaN	0.6414	0.0852	8.3573	6.2689	7.8656	2.1032	5.5834	1.5103	954.4950	952.4342	952.5543	NaN	3.4997	0.0000	3.4047	0.6939	11.5083	11.0655	4.8493	4.8493	4.6763	0.6414	0.0000	27.0753	8.7934	0.6414	NaN	0.7208	1.0894	0.0000	3.4851	4.3554	0.0000	2.1032	0.0000	179.7871	179.7871	179.7871	11.0655	NaN	0.8764	4.0433	7.8656	25.3983	11.0655	2.4643	1.7671	0.0000	3.8157	3.6088	2.2947	2.1032	5.8563	NaN	4.4345	2.9984	0.6939	1.6363	1.5592	NaN	2.1032	0.0000	714.6586	716.7047	716.7047	545.1709	545.1709	545.1709	509.9603	545.1709	98.9061	1.6363	2.1032	5.2587	3.9299	NaN	1.6936	15.0814	NaN	2.1032	NaN	2.1032	7.8656	1.6363	14.6826	545.1709	2.5055	0.0000	0.0000	2.1032	13.0815	676.6893	676.6893	676.1427	6.8626	509.9603	533.2896	533.2947	533.2896	11.0655	962.3058	962.8942	962.8873	954.7374	952.4516	962.3058	962.3058	962.8873	956.8253	962.8873	962.8873	2.3942	2.1032	0.0000	NaN	3.3748	6.8626	1511.2407	1512.9610	1511.2407	1690.0243	1690.0243	0.0000	NaN	2.1032	11.0655	2.4235	2.5624	2.3853	2.4235	2.9541	2.6351	1.6363	1.6363	2.6474	3.7150	2.1032	0.6414	NaN	337.6661	337.4042	0.0000	6.8626	946.9451	952.2302	952.4342	2.1032	2.1032	0.6414	NaN	2.0028	2.4740	337.0517	333.7139	333.7139	0.0000	0.0000	0.0000	2.1032	4.2833	2.1718	2.1032	0.0000	0.0000	2.1032	NaN	45.4279	1.9843
